"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Czechia","CZE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Germany","DEU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Djibouti","DJI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5521049499512","54.3137550354004","55.0564498901367","55.7787132263184","56.4727325439453","57.1705780029297","56.9000015258789","58.5692367553711","59.2839393615723","60.0181503295898","62.4000015258789","61.5560417175293","62.3504486083984","63.1542549133301","63.9617652893066","64.7673034667969","64.2420806884766","66.350944519043","67.1252822875977","67.8900833129883","68.6472473144531","","70.6211929321289","71.4293060302734","72.1577072143555","","",
"Dominica","DMA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Dominican Republic","DOM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5","95.3058319091797","95.5439147949219","95.7756805419922","95.9979705810547","96.2076187133789","96.4014739990234","96.5763702392578","98.9","96.5728607177734","96.9494934082031","96.674674987793","95.0377655029297","95.5247039794922","95.1849594116211","94.3892974853516","99.6069030761719","99.5723190307617","99.7328109741211","99.7671585083008","99.7195739746094","99.6517028808594","99.8835906982422","99.8599090576172","99.8272476196289","99.9000015258789","100","99.5999984741211","99.5999984741211","100","","",
"Algeria","DZA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4446487426758","99.4062271118164","99.3664779663086","99.3323516845703","99.3107833862305","99.3087310791016","99.3310241699219","99.3740844726563","100","99.4997634887695","99.5710067749023","99.6402740478516","99.2567367553711","99.7513809204102","99.7894515991211","99.8179779052734","99.8388824462891","99.8540573120117","99.933952331543","99.8000030517578","99.8840103149414","","",
"East Asia & Pacific (excluding high income)","EAP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2235629607255","98.1685826340317","98.2447822336605","98.6298231378601","98.3856722393572","98.4675737610871","98.6008520600302","98.8620347638851","98.9500392054218","97.9868606004662","98.181294019619","98.290672687714","98.3535310308794","98.4615252078451","98.5445887030361","98.6734229211315","98.7786949874783","98.8459727372626","98.9153292084077","98.9723120215117","98.9944103988359","","",
"Early-demographic dividend","EAR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3038843925293","89.9215606124723","90.0974003666279","90.3421119768981","91.2866014804192","91.2304515071525","92.7028736662716","92.7495740329453","92.1992009993249","93.0214524269301","93.4737136494349","93.4431407404977","93.8723245576308","94.4542414705345","94.6473880820468","95.0952393356246","96.2228318061694","95.7881656053661","95.6655767181611","96.7836541172491","96.8880081243165","97.3023408688277","97.4534883230064","97.8617785128721","98.519394936515","98.5098558846896","98.8209527097282","98.928219410691","","",
"East Asia & Pacific","EAS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5883891663296","98.5385992904628","98.5935883444936","98.8974087718582","98.6953527655892","98.7561931083243","98.8597678192745","99.0691245652992","99.1380150228998","98.3362991301384","98.4915310503061","98.5763812302011","98.6229356031313","98.7079759020033","98.7730594255622","98.8776290264642","98.9631577721105","99.0169563057584","99.0732207976549","99.1194804437481","99.1360040052999","","",
"Europe & Central Asia (excluding high income)","ECA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9949287546471","99.9972220396965","99.9880037017718","99.9880608596301","99.9547429635604","99.970984652532","99.9717536840735","99.9757275378136","99.9729534739326","99.864747333008","99.8483462135942","99.8443612557901","99.8740376334866","99.896697315957","99.9189250870322","99.983387189754","99.9808312085147","99.9841801027848","99.9804756449363","99.9877744826821","97.9763544819761","99.9882387609367","99.9911916901117","99.989280486246","99.9864311234663","99.9822676006973","","",
"Europe & Central Asia","ECS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9983044897999","99.9990394819582","99.995840540122","99.9958737479591","99.9841082371024","99.9883259692703","99.9886516154978","99.9902704475409","99.9891824959286","99.946009140225","99.9395672972949","99.9380641101173","99.9499224786036","99.9589396239312","99.9677493732568","99.9933810010088","99.9923379782799","99.9936657419167","99.9921676397895","99.9950847187379","99.184434119233","99.9871315061044","99.9964371179595","99.9956610782907","99.9945019720082","99.9928089123625","","",
"Ecuador","ECU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.908304","99.0552978515625","99.1090621948242","99.626074","99.289697","99.1832656860352","99.1644821166992","99.1443710327148","99.291130065918","99.1279449462891","99.6687545776367","99.5258865356445","99.633544921875","99.5866851806641","98.9843826293945","99.7150497436523","99.7830810546875","99.6288604736328","99.5473709106445","99.8316421508789","99.8694076538086","99.8000030517578","100","99.6999969482422","99.8399963378906","99.6600036621094","","",
"Egypt, Arab Rep.","EGY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4","99.0504684448242","99.1348495483398","99","99.2720260620117","99.3184967041016","99.3460083007813","99.3530960083008","99.5","99.3182525634766","99.2967834472656","99.6999969482422","99.8042831420898","99.8000030517578","99.3344268798828","99.3957672119141","99.9000015258789","99.5579986572266","99.6741104125977","99.7350540161133","99.5328216552734","99.8827209472656","99.9000015258789","99.0999984741211","99.9926605224609","99.9991149902344","100","100","100","","",
"Euro area","EMU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Eritrea","ERI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.6","79.9806365966797","79.797737121582","79.5958786010742","79.3735885620117","79.2266311645508","79.0200576782227","78.3000030517578","78.6098709106445","78.4201583862305","78.2499465942383","78.1040954589844","77.97900390625","77.8689880371094","77.7683792114258","77.6714706420898","77.5725860595703","77.4660339355469","77.3473892211914","77.2173080444336","77.0776901245117","76.9304351806641","76.777458190918","76.6206741333008","76.4619750976563","76.3029632568359","","",
"Spain","ESP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Estonia","EST","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Ethiopia","ETH","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.1999969482422","79.2469635009766","79.8957366943359","80.5501327514648","81.2170944213867","85.6999969482422","82.614387512207","83.3459701538086","84.0926361083984","84.8487014770508","85.6084747314453","85.1999969482422","87.1163864135742","87.8544235229492","91.9825210571289","85","85.4000015258789","96.5999984741211","91.9212493896484","92.6244430541992","93.2479248046875","","",
"European Union","EUU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9839170052249","100","100","100","99.9968723986786","","",
"Fragile and conflict affected situations","FCS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2759462229539","78.437312991032","78.5849321472962","78.6744130888734","78.8827073140462","79.2208088444004","79.288175824168","80.7021428578316","79.572982106511","80.0853490332579","80.9433969610215","82.676847701038","82.6312791032345","82.6510749717764","82.971821894034","81.4965573730323","82.9168934418431","82.8172738985222","82.177718914154","83.4024830958543","83.4116423067377","","",
"Finland","FIN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Fiji","FJI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.5798950195313","90.0651931762695","90.5315399169922","90.9774475097656","91.4416732788086","91.8552780151367","92.0500030517578","92","93.1158981323242","93.5658645629883","94.0401763916016","94.5352630615234","96.4700012207031","95.5649871826172","96.088249206543","96.6095352172852","97.123161315918","97.2600021362305","98.1147842407227","98.5953369140625","99.0682525634766","99.5354537963867","99.8251953125","99.9706726074219","100","","",
"France","FRA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Faroe Islands","FRO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Micronesia, Fed. Sts.","FSM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","72.1054763793945","73.3353576660156","74.5708541870117","75.8189239501953","77.0864944458008","78.37841796875","79.6911087036133","81.0188827514648","82.3560485839844","84.5912780761719","85.6532974243164","86.5388031005859","87.6861877441406","88.9938888549805","90.2920455932617","91.5825805664063","92.8673858642578","94.1483764648438","95.4274673461914","96.7062301635742","","",
"Gabon","GAB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1999969482422","91.3793640136719","91.6939163208008","92.0140991210938","92.3468399047852","93.1999969482422","93.07568359375","93.4730529785156","93.8855056762695","94.3073425292969","95.9565353393555","96.2337341308594","98.0999984741211","94.3000030517578","96.4242935180664","96.7514038085938","97.1266098022461","97.8199996948242","97.8617630004883","98.2255249023438","98.5889663696289","","",
"United Kingdom","GBR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Georgia","GEO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9177703857422","99.8664779663086","100","100","99.9300003051758","98.3191909790039","100","100","100","100","100","100","100","100","100","100","100","100","99.8000030517578","100","100","","",
"Ghana","GHA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6","74.6652145385742","75.3336563110352","75.9894561767578","76.6294631958008","82.4","77.8511276245117","80.5","79.0068206787109","79.5810241699219","76.9000015258789","80.7532424926758","78.4400024414063","80.7206573486328","82.6584091186523","84.8000030517578","84.0120010375977","72.8000030517578","84.9514923095703","86.7600021362305","88.5","90.8000030517578","88.0710296630859","89.8000030517578","90","89.9000015258789","93.8000030517578","94.7104797363281","","",
"Gibraltar","GIB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guinea","GIN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8","55.8693161010742","57.4196281433105","58.968620300293","60.5232276916504","62.0903968811035","63.7999992370605","65.2881088256836","66.9199066162109","68.5667877197266","70.2230606079102","71.8830413818359","73.5410385131836","74.1999969482422","76.8817749023438","78.456428527832","80.0736999511719","82.1999969482422","83.5544052124023","86.6999969482422","86","88.0834121704102","","",
"Gambia, The","GMB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8783531188965","40.4431953430176","41.9985618591309","43.5412864685059","45.0682182312012","46.5761909484863","48.0637321472168","51.1599998474121","51.0047378540039","52.4667892456055","53.9344596862793","55.4146957397461","54.4368591308594","58.4385299682617","59.9833908081055","61.5433349609375","63.1126708984375","64.6857147216797","66.2567749023438","67.8201751708984","67","70.9113540649414","72.4416885375977","73.9643859863281","79.4000015258789","","","80.6349029541016","","",
"Guinea-Bissau","GNB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9507637023926","24.1996650695801","24.4472370147705","24.7004299163818","24.9661846160889","25.2514514923096","34.4004058837891","25.8914470672607","26.2369117736816","26.5917682647705","11.8000001907349","27.306921005249","27.6558418273926","27.99267578125","33.0999984741211","35.3771591186523","39.7217254638672","44.0954208374023","48.287971496582","52.3210906982422","56.2744941711426","","",
"Equatorial Guinea","GNQ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.593635559082","94.3519134521484","94.1088638305664","93.8714294433594","93.6465606689453","93.4412078857422","93.2602005004883","93.0999603271484","92.9547958374023","92.8190307617188","93.1172485351563","93.0999984741211","92.4112319946289","92.2574462890625","92.0922088623047","91.9174423217773","91.7350387573242","91.5469131469727","91.3549728393555","91.1611251831055","90.9669647216797","","",
"Greece","GRC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Grenada","GRD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guatemala","GTM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9","92.3047561645508","92.530143737793","92.736572265625","91.3","95.397834777832","93.2488784790039","95.7109680175781","96.0308990478516","93.7427673339844","93.9371643066406","94.4066619873047","94.3954086303711","94.6499938964844","94.9139785766602","95.1816635131836","94.6032791137695","95.7054214477539","95.9513854980469","94.463134765625","96.4108734130859","96.6282196044922","96.83984375","97.0476531982422","97.253547668457","97.4591369628906","","",
"Guam","GUM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8662109375","99.9182586669922","99.9617538452148","99.988395690918","99.9983444213867","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Guyana","GUY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.396341","86.2117462158203","86.4171371459961","86.6098937988281","86.7868499755859","86.9448471069336","87.0824127197266","87.1897506713867","87.3009643554688","87.4108428955078","87.5263442993164","87.6544036865234","81.5999984741211","82.4190368652344","88.1665878295898","88.3743591308594","90.9000015258789","92.3269119262695","93.0167007446289","93.6370086669922","94.1183624267578","94.4000015258789","94.8161392211914","95.3978118896484","96.0086059570313","96.4382553100586","96.7084732055664","96.8989791870117","","",
"High income","HIC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9699429898757","99.9773150792617","99.9718680749857","99.9784116120906","99.9800114475803","99.9813293750586","99.9816522056724","99.9835826490423","99.9854028742153","99.9834927676891","99.9873220131058","99.9822764532397","99.9816631496622","99.985149401216","99.9811270006456","99.9814397860161","99.9886340149075","99.9842645131919","99.9859941400048","99.9912180669219","99.9908563086364","99.9918617738494","99.9958276163166","99.9913122827894","99.9963307819591","99.9947566500806","99.9915723804831","99.9940998152746","99.9977357335443","99.9983985873077","99.999066356868","","",
"Hong Kong SAR, China","HKG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Honduras","HND","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.700619","89.851267","92.082517","92.144467","93.264253","93.877733","95.072358","96.042962","95.3172","94.4429550170898","94.6959533691406","93.1406555175781","94.4661865234375","95.8866271972656","96.0425796508789","96.8561553955078","97.5393753051758","97.9606475830078","97.9210815429688","98.7594451904297","99.1749725341797","98.4866714477539","98.9896774291992","98.7623443603516","98.8976593017578","99.0999984741211","97.8000030517578","98.9000015258789","99","100","","",
"Heavily indebted poor countries (HIPC)","HPC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.316373337899","58.4405105298099","58.4860946693802","54.452055891984","55.0318366457698","55.7257893358844","56.5497605233573","58.1051755109074","58.9962916287684","60.0704583185317","61.6857888735061","60.7559339297827","62.6806917490715","64.0445192672569","66.6344121741715","68.738030793878","69.1235572392781","70.4221814479083","69.4846762952083","71.5857115495486","73.3514878702769","74.0881623049455","75.8475633315296","76.4629939727394","","",
"Croatia","HRV","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Haiti","HTI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5","68.8356170654297","68.9942626953125","69.1339569091797","69.2532119750977","81.9000015258789","62.4640808105469","69.5218734741211","50.3875732421875","69.7288818359375","69.8581771850586","68.9000015258789","70.1862335205078","70.375732421875","70.5746231079102","70.777214050293","71.4858703613281","72.5999984741211","73.7378845214844","74.6397094726563","75.5860214233398","76.4000015258789","77.928840637207","78.9336700439453","79.7790603637695","80.5447463989258","","",
"Hungary","HUN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"IBRD only","IBD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.7648126680174","96.3817644338453","96.870215217182","97.1357904598814","97.1070040457748","97.2407269411991","97.6534424306141","97.7145772742738","97.8794979499297","98.4362665665925","98.2488627954198","98.1611282802827","98.6428992376503","98.73596273942","98.7199571376879","98.7039771224565","99.1051064206164","99.2405042673134","99.2708128234179","99.4650057723018","99.5237340460815","","",
"IDA & IBRD total","IBT","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0269145630364","92.6632971951981","93.1299251747978","93.3852160891404","93.3755830091403","93.6235407512537","93.955777076894","94.1853095352872","94.2470940377278","94.8224594529034","94.6906781287443","95.005554107927","95.4702931850578","95.4836940033903","95.5570078426216","95.4440278357674","96.0856214029945","96.742173027586","96.9106428746546","97.1994502766278","96.7252351180524","","",
"IDA total","IDA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6806112039343","74.9675421417476","72.6465373564447","72.6563127853662","73.264423257318","73.7169276831599","74.0456822777686","75.1154700494372","75.2876546435825","76.6753346156975","76.4805716289579","77.3940998212971","77.7902163473135","80.2331537129452","80.802301973009","80.6108073418612","81.2482495468631","80.8784706468498","82.7796921260068","83.8008374761716","84.1006496008513","85.2894917049602","85.19004815022","","",
"IDA blend","IDB","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.1793810414473","87.2904520241206","86.7981721840634","87.2193315701669","87.0600290971874","87.3745287072576","87.2629351423058","87.6374279393302","87.4834228763373","89.4104381034853","88.7274895680738","88.7506629741369","86.9465370146497","90.4454414985328","89.551859089347","89.5463953547029","89.5746443486074","89.0772240225019","91.4867810902074","","","","91.4531722010876","","",
"Indonesia","IDN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6","93.0129928588867","93.3634490966797","94.6","94.042236328125","94.3642578125","97.5","94.9577560424805","95.2245864868164","95.5032043457031","95.7283782958984","95.9522171020508","98.0999984741211","96.4237060546875","96.6852416992188","96.9711227416992","98.1999969482422","97.5995101928711","98.9000015258789","98.9599990844727","99.3499984741211","99.1999969482422","99.6731643676758","99.7399978637695","99.8313903808594","99.8000030517578","99.8899993896484","99.879997253418","99.8899993896484","99.5999984741211","","",
"IDA only","IDX","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.289417395212","63.4523555079793","63.1671367037896","64.2894092866149","64.8625424593756","65.4947352825608","67.0337906376534","67.4385990162572","68.5410557176226","68.6726951432504","70.1595357175943","71.9590281712262","73.7332819171163","75.2451368706161","74.9464954083597","75.983477629977","75.7218837483441","77.3430663573672","79.5382884592283","79.5153655010168","81.0240758971291","81.3836359257503","","",
"Isle of Man","IMN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"India","IND","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.8","85.2061004638672","85.8353652954102","86.4520034790039","87.0528335571289","87.6347122192383","91.3","88.7510299682617","87.5999984741211","89.8030014038086","90.3339462280273","90.8774490356445","91.4404678344727","93.0999984741211","92.6359710693359","93.2591781616211","96.0999984741211","94","92.9000015258789","96.0999984741211","96.4037017822266","97.0068435668945","97.5","98.1864166259766","98.7666625976563","99.0999984741211","99.7377243041992","100","","",
"Not classified","INX","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Iran, Islamic Rep.","IRN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.9162750244141","99.860969543457","99.8092422485352","99.7700881958008","99.7504348754883","100","99.7806015014648","99.8211517333984","100","99.922477722168","99.9642791748047","99.9893951416016","99.9800033569336","100","100","99.9899978637695","100","100","100","100","","",
"Iraq","IRQ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3751220703125","99.3540496826172","99.331657409668","99.3148803710938","99.3106689453125","99.3259658813477","99.5434951782227","99.426025390625","99.5015258789063","99.5864105224609","99.6750106811523","100","99.6900024414063","99.9012603759766","99.9529724121094","99.9849319458008","99.9976806640625","100","99.9000015258789","100","100","","",
"Iceland","ISL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Israel","ISR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Italy","ITA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
